,Unnamed: 0,user,timestamp,txt,sentiment,link,included symbols,BTC_returns,DOGE_returns,TSLA_returns,GOOG_returns,AAPL_returns,datetime,GME_returns,SPY_returns
556,66,sundarpichai,1610587955,"Dreamers enrich our communities &amp; contribute to the economy, and Google has always been proud to support them. We’r… https://t.co/ZBjHeEAal3",0.7003,https://twitter.com/sundarpichai/status/1349439217621864448,['google'],1870.96875,0.000781,-4.1,-11.38,-0.26,Wed Jan 13 19:32:35,0.7,0.11
557,67,sundarpichai,1610590897,@mlevchin @Affirm Huge congrats - very excited for you and the team!:),0.8264,https://twitter.com/sundarpichai/status/1349451557050302464,[],1870.96875,0.000781,-4.1,-11.38,-0.26,Wed Jan 13 20:21:37,0.7,0.11
558,93,sundarpichai,1611063779,"One of the greatest test series wins ever. Congrats India and well played Australia, what a series #INDvsAUS",0.9413,https://twitter.com/sundarpichai/status/1351434967356633089,[],-522.05469,-3.8e-05,0.24,0.0,0.01,Tue Jan 19 07:42:59,0.16,0.09
559,106,sundarpichai,1611203526,"We applaud @POTUS's quick action on COVID relief, the Paris Climate Accord, and immigration reform. Google has supp… https://t.co/p1WNYOPKWk",0.7269,https://twitter.com/sundarpichai/status/1352021111479832576,['google'],-4722.05078,-0.000894,7.12,10.12,0.39,Wed Jan 20 22:32:06,0.15,0.23
560,121,sundarpichai,1611583318,"To help get vaccines to more people, Google is providing $150M to promote vaccine education &amp; equitable access, and… https://t.co/PfIopiuuN8",0.6486,https://twitter.com/sundarpichai/status/1353614072982298624,['google'],203.45703,-0.000128,-0.41,0.0,0.09,Mon Jan 25 08:01:58,-1.82,0.05
561,123,sundarpichai,1611728511,"RT @SusanWojcicki: Today I updated the YouTube community on our priorities for 2021. Read more about our plans to grow the creator economy,…",0.0,https://twitter.com/sundarpichai/status/1354223055355056131,['google'],1217.05859,0.005073,-0.91,-13.62,-0.58,Wed Jan 27 00:21:51,42.41,-0.94
562,124,sundarpichai,1611755522,"Welcome to my hometown @englandcricket wish was there for the game, should be a great series https://t.co/BNRDOQnnyO",0.8689,https://twitter.com/sundarpichai/status/1354336349130645505,[],1217.05859,0.005073,0.0,0.0,-0.03,Wed Jan 27 07:52:02,0.44,0.08
563,126,sundarpichai,1611864712,"We’re committing $10M to help drive economic recovery in Kenya, including loans for small businesses, support for t… https://t.co/cwyxup0jzh",0.6908,https://twitter.com/sundarpichai/status/1354794324781789190,[],2666.78125,0.034607,1.26,2.06,0.25,Thu Jan 28 14:11:52,-4.93,0.32
564,127,sundarpichai,1611866808,@StateHouseKenya Asante sana Mr. President for the great conversation. Proud to continue to support… https://t.co/w9kNmtZGVj,0.802,https://twitter.com/sundarpichai/status/1354803116219142144,[],2666.78125,0.034607,0.4,0.08,0.29,Thu Jan 28 14:46:48,-0.36,0.41
565,129,sundarpichai,1611884899,RT @Kent_Walker: Thanks to Taoiseach @MichealMartinTD for a constructive and thoughtful conversation. We talked about the launch of our new…,0.6705,https://twitter.com/sundarpichai/status/1354878995800547329,[],2666.78125,0.034607,-7.79,-20.82,-1.08,Thu Jan 28 19:48:19,155.01,-1.86
566,134,sundarpichai,1612218993,"Excited to partner with you + your team, @jimfarley98 to apply the best of Google Cloud, Android and Google AI to h… https://t.co/Yvr0nXXXZy",0.765,https://twitter.com/sundarpichai/status/1356280284791009282,['google'],1973.11328,-0.003355,0.04,0.0,0.0,Mon Feb 01 16:36:33,-0.5,0.04
567,136,sundarpichai,1612310174,@noam @Google @waze Thanks for your focus on customers and the amazing journey @noam and best wishes!,0.9151,https://twitter.com/sundarpichai/status/1356662728111181824,['google'],1961.80078,0.0056,0.15,0.0,-0.04,Tue Feb 02 17:56:14,-0.03,-0.16
