1610366760, 2021-01-11, 1797.01
1610366820, 2021-01-11, 1797.01
1610366880, 2021-01-11, 1797.01
1610366940, 2021-01-11, 1797.01
1610367000, 2021-01-11, 1797.01
1610367060, 2021-01-11, 1797.01
1610367120, 2021-01-11, 1797.01
1610367180, 2021-01-11, 1797.01
1610367240, 2021-01-11, 1797.01
1610367300, 2021-01-11, 1797.01
1610367360, 2021-01-11, 1797.01
1610367420, 2021-01-11, 1797.01
1610367480, 2021-01-11, 1797.0
1610367540, 2021-01-11, 1797.0
1610367600, 2021-01-11, 1797.0
1610367660, 2021-01-11, 1797.0
1610367720, 2021-01-11, 1797.0
1610367780, 2021-01-11, 1797.0
1610367840, 2021-01-11, 1797.0
1610367900, 2021-01-11, 1797.0
1610367960, 2021-01-11, 1797.0
1610368020, 2021-01-11, 1797.0
1610368080, 2021-01-11, 1797.0
1610368140, 2021-01-11, 1797.0
1610368200, 2021-01-11, 1797.0
1610368260, 2021-01-11, 1797.0
1610368320, 2021-01-11, 1797.0
1610368380, 2021-01-11, 1797.0
1610368440, 2021-01-11, 1797.0
1610368500, 2021-01-11, 1797.0
1610368560, 2021-01-11, 1797.0
1610368620, 2021-01-11, 1797.0
1610368680, 2021-01-11, 1797.0
1610368740, 2021-01-11, 1797.0
1610368800, 2021-01-11, 1797.0
1610368860, 2021-01-11, 1797.0
1610368920, 2021-01-11, 1797.0
1610368980, 2021-01-11, 1797.0
1610369040, 2021-01-11, 1797.0
1610369100, 2021-01-11, 1797.0
1610369160, 2021-01-11, 1797.0
1610369220, 2021-01-11, 1797.0
1610369280, 2021-01-11, 1797.0
1610369340, 2021-01-11, 1797.0
1610369400, 2021-01-11, 1797.0
1610369460, 2021-01-11, 1797.0
1610369520, 2021-01-11, 1797.0
1610369580, 2021-01-11, 1797.0
1610369640, 2021-01-11, 1797.0
1610369700, 2021-01-11, 1797.0
1610369760, 2021-01-11, 1797.0
1610369820, 2021-01-11, 1797.0
1610369880, 2021-01-11, 1797.0
1610369940, 2021-01-11, 1797.0
1610370000, 2021-01-11, 1797.0
1610370060, 2021-01-11, 1797.0
1610370120, 2021-01-11, 1797.0
1610370180, 2021-01-11, 1797.0
1610370240, 2021-01-11, 1797.0
1610370300, 2021-01-11, 1797.0
1610370360, 2021-01-11, 1797.0
1610370420, 2021-01-11, 1797.0
1610370480, 2021-01-11, 1797.0
1610370540, 2021-01-11, 1797.0
1610370600, 2021-01-11, 1797.0
1610370660, 2021-01-11, 1797.0
1610370720, 2021-01-11, 1797.0
1610370780, 2021-01-11, 1797.0
1610370840, 2021-01-11, 1796.22
1610370900, 2021-01-11, 1796.22
1610370960, 2021-01-11, 1796.22
1610371020, 2021-01-11, 1796.22
1610371080, 2021-01-11, 1796.22
1610371140, 2021-01-11, 1796.22
1610371200, 2021-01-11, 1796.22
1610371260, 2021-01-11, 1796.22
1610371320, 2021-01-11, 1796.22
1610371380, 2021-01-11, 1796.22
1610371440, 2021-01-11, 1793.0
1610371500, 2021-01-11, 1793.0
1610371560, 2021-01-11, 1793.0
1610371620, 2021-01-11, 1793.0
1610371680, 2021-01-11, 1793.0
1610371740, 2021-01-11, 1793.0
1610371800, 2021-01-11, 1793.0
1610371860, 2021-01-11, 1793.0
1610371920, 2021-01-11, 1786.81
1610371980, 2021-01-11, 1786.81
1610372040, 2021-01-11, 1786.81
1610372100, 2021-01-11, 1786.81
1610372160, 2021-01-11, 1786.81
1610372220, 2021-01-11, 1786.81
1610372280, 2021-01-11, 1786.81
1610372340, 2021-01-11, 1786.81
1610372400, 2021-01-11, 1786.81
1610372460, 2021-01-11, 1786.81
1610372520, 2021-01-11, 1786.81
1610372580, 2021-01-11, 1786.81
1610372640, 2021-01-11, 1786.81
1610372700, 2021-01-11, 1786.81
1610372760, 2021-01-11, 1786.81
1610372820, 2021-01-11, 1786.81
1610372880, 2021-01-11, 1786.81
1610372940, 2021-01-11, 1786.81
1610373000, 2021-01-11, 1786.81
1610373060, 2021-01-11, 1786.81
1610373120, 2021-01-11, 1786.81
1610373180, 2021-01-11, 1786.81
1610373240, 2021-01-11, 1786.81
1610373300, 2021-01-11, 1786.81
1610373360, 2021-01-11, 1786.81
1610373420, 2021-01-11, 1786.81
1610373480, 2021-01-11, 1786.81
1610373540, 2021-01-11, 1786.81
1610373600, 2021-01-11, 1786.81
1610373660, 2021-01-11, 1786.81
1610373720, 2021-01-11, 1786.81
1610373780, 2021-01-11, 1786.81
