,Unnamed: 0,user,timestamp,txt,sentiment,link,included symbols,BTC_returns,DOGE_returns,TSLA_returns,GOOG_returns,AAPL_returns,GME_returns,SPY_returns
548,211,tim_cook,1614403675,We’re so happy to welcome our customers in Korea to Apple Yeouido — Apple’s second store in Seoul! https://t.co/vnztqsLVvP,0.82,https://twitter.com/tim_cook/status/1365443505204596736,['apple'],-151.30859,-0.000397,24.08,22.6,2.74,5.71,5.44
549,219,tim_cook,1614727350,"Thanks to important insights from the Apple Hearing Study with @umichsph, we’re learning more than ever about how e… https://t.co/52bf0nNxA6",0.5719,https://twitter.com/tim_cook/status/1366801098585956353,['apple'],2159.25391,0.00033,0.0,0.0,-0.01,0.38,0.01
550,232,tim_cook,1615243573,"What a perfect way to kick off #InternationalWomensDay! @Malala, this is such exciting news! And thank you… https://t.co/I0igtkZ2Mz",0.8745,https://twitter.com/tim_cook/status/1368966295975198720,[],2577.59375,-0.003951,-0.04,0.0,0.0,-0.78,0.0
551,233,tim_cook,1615244258,@Malala @GayleKing https://t.co/Hl7mJZTyrW,0.0,https://twitter.com/tim_cook/status/1368969165973770242,[],2577.59375,-0.003951,0.38,0.0,0.04,0.79,0.02
552,241,tim_cook,1615463160,"Ten years after the devastating tragedies in Eastern Japan on 3/11, we honor the lives lost. We stand strong with o… https://t.co/r2i9vixJFE",-0.4588,https://twitter.com/tim_cook/status/1369887308191825921,[],-473.03125,-0.000569,0.0,0.0,0.0,-1.03,0.0
553,258,tim_cook,1616008006,"We all share a responsibility to fight the urgent and ongoing threat of climate change. At Apple, we are investing… https://t.co/bU3vJluD1m",-0.4588,https://twitter.com/tim_cook/status/1372187656877076489,['apple'],-1011.97265,-0.00027,1.29,0.12,0.03,-0.75,0.08
554,261,tim_cook,1616098202,"The horrific violence against the Asian community, as evidenced by Tuesday’s murders in Georgia, calls us all to sp… https://t.co/CIJtH8Mk3v",-0.926,https://twitter.com/tim_cook/status/1372565969617387527,[],487.73046,0.000945,-0.58,0.0,0.01,0.06,-0.15
555,262,tim_cook,1616105846,The American Dream and Promise Act is a promise fulfilled for the over 450 Dreamers at Apple and those across this… https://t.co/ZLCB8eIiQw,0.8126,https://twitter.com/tim_cook/status/1372598031393058817,['apple'],487.73046,0.000945,0.02,0.0,-0.02,-0.48,0.03
556,277,tim_cook,1616475460,"Apple is committed to furthering the vital work of water conservation. Together, with our suppliers, we must protec… https://t.co/0r8v0qs91e",0.5106,https://twitter.com/tim_cook/status/1374148304003473410,['apple'],209.80078,-0.001406,-1.36,-1.0,-0.33,3.49,-0.98
557,285,tim_cook,1616818658,"In poetry and conversation, @TheAmandaGorman calls on us to hope, to right enduring wrongs, and to join together in… https://t.co/ySm7K5ECRt",0.6249,https://twitter.com/tim_cook/status/1375587779329941508,[],836.19922,0.000425,-9.44,-1.25,-0.38,-1.5,-1.88
558,287,tim_cook,1616913145,Wishing a happy and healthy Passover to all those celebrating around the world. Chag Sameach!,0.906,https://twitter.com/tim_cook/status/1375984086779535361,[],1799.45313,0.000354,-9.44,-1.25,-0.38,-1.5,-1.88
559,294,tim_cook,1617220161,"Today, and always, we celebrate trans and gender non-conforming communities around the world &amp; acknowledge the work… https://t.co/ODXY61vxEO",0.5719,https://twitter.com/tim_cook/status/1377271805719707655,[],176.97656,0.008329,1.32,1.78,0.22,0.6,0.29
560,295,tim_cook,1617227683,"Proud to partner with our suppliers in our shared duty to protect the planet. Working together, we're avoiding 15 m… https://t.co/zNDKKj5Hrl",0.6908,https://twitter.com/tim_cook/status/1377303354414489600,[],176.97656,0.008329,0.44,0.0,0.0,0.3,-0.01
561,302,tim_cook,1617303819,"As Apple celebrates 45 years today, I’m reminded of Steve’s words from many years ago: “It’s been an amazing journe… https://t.co/amiG10iuSI",0.8176,https://twitter.com/tim_cook/status/1377622693261021184,['apple'],288.50391,-0.004322,0.07,-0.02,0.0,0.24,-0.01
562,306,tim_cook,1617496286,"Earlier this week we opened our newest store, Apple Downtown Nashville. We’re proud to continue our growth in a cit… https://t.co/505G8AYMr7",0.6908,https://twitter.com/tim_cook/status/1378429958729527301,['apple'],1154.66406,0.0016,42.05,1.0,0.12,-0.81,1.06
