,Unnamed: 0,user,timestamp,txt,sentiment,link,included symbols,BTC_returns,DOGE_returns,TSLA_returns,GOOG_returns,AAPL_returns,datetime,GME_returns,SPY_returns
514,455,filtered_elon,1619037027,@TeslaNY Sandy Munro knows what he’s talking about,0.0,https://twitter.com/elonmusk/status/1384892295137333252,['tesla'],-2143.8164,-0.045958,-0.34,0.0,0.0,Wed Apr 21 15:30:27,0.0,0.0
515,459,filtered_elon,1619072863,"Starting next week, Tesla Solar Panels &amp; Solar Roof will only be sold as an integrated product *with* Tesla Powerwall battery",0.0,https://twitter.com/elonmusk/status/1385042598692147204,['tesla'],-668.6211,-0.012458,-3.6,0.03,0.6,Thu Apr 22 01:27:43,0.7,0.66
516,465,filtered_elon,1619088557,Tesla Solar + Powerwall battery enables consumers to be their own utility,0.0,https://twitter.com/elonmusk/status/1385108424761872387,['tesla'],-668.6211,-0.012458,0.0,0.0,0.0,Thu Apr 22 05:49:17,0.0,0.01
517,466,filtered_elon,1619089323,"@JohnnaCrider1 @WholeMarsBlog If Tesla owners are “conspiracy theorists”, then it would be fair to call them “adver… https://t.co/GadN1Gg1un",0.3182,https://twitter.com/elonmusk/status/1385111636810240002,['tesla'],-668.6211,-0.012458,0.48,0.0,0.03,Thu Apr 22 06:02:03,0.0,-0.03
518,473,filtered_elon,1619140850,"@AstroJordy I’m staying at a friend’s place in Florida that is 85% powered by Tesla Solar Roof + Powerwall. 

When… https://t.co/5qtJec95aY",0.0,https://twitter.com/elonmusk/status/1385327759665270788,['tesla'],-668.6211,-0.012458,-3.49,7.02,0.27,Thu Apr 22 20:20:50,0.2,0.98
519,517,filtered_elon,1619496901,"@stoolpresidente No, you do not. I have not sold any of my Bitcoin. Tesla sold 10% of its holdings essentially to p… https://t.co/JMnjABou4g",-0.296,https://twitter.com/elonmusk/status/1386821144037236737,"['bitcoin', 'tesla']",1011.36328,0.001514,-6.88,6.2,0.11,Mon Apr 26 23:15:01,-2.55,0.32
520,529,filtered_elon,1619580749,"@garyblack00 Other companies spend money on advertising &amp; manipulating public opinion, Tesla focuses on the product. 

I trust the people.",0.2023,https://twitter.com/elonmusk/status/1387172830094233601,['tesla'],-208.41406,0.051494,-0.58,7.56,-0.09,Tue Apr 27 22:32:29,-1.12,-0.12
521,547,filtered_elon,1619664607,@WR4NYGov @garyblack00 @Tesla @WholeMarsBlog 🤣🤣 exactly,0.0,https://twitter.com/elonmusk/status/1387524555409924102,['tesla'],-1269.59375,-0.018513,7.02,6.79,0.72,Wed Apr 28 21:50:07,-1.05,1.44
522,550,filtered_elon,1619672254,@TeslaNY @Tesla Good technical analysis,0.4404,https://twitter.com/elonmusk/status/1387556627298070531,['tesla'],-1269.59375,-0.018513,7.02,6.79,0.72,Wed Apr 28 23:57:34,-1.05,1.44
523,551,filtered_elon,1619672715,@teslaownersSV @TeslaNY @Tesla Probably two weeks,0.0,https://twitter.com/elonmusk/status/1387558563208368131,['tesla'],-1269.59375,-0.018513,7.02,6.79,0.72,Thu Apr 29 00:05:15,-1.05,1.44
524,553,filtered_elon,1619676124,@teslaownersSV @TeslaNY @Tesla Gating factor is achieving &amp; proving higher safety with pure vision than with vision… https://t.co/TW7MpE8Ayi,0.5859,https://twitter.com/elonmusk/status/1387572858768007179,['tesla'],4195.0664,0.032392,7.02,6.79,0.72,Thu Apr 29 01:02:04,-1.05,1.44
525,554,filtered_elon,1619676280,@tobyliiiiiiiiii @teslaownersSV @TeslaNY @Tesla Probably a few months. There are many subtle differences between US &amp; Canada driving.,0.0,https://twitter.com/elonmusk/status/1387573516040609796,['tesla'],4195.0664,0.032392,7.02,6.79,0.72,Thu Apr 29 01:04:40,-1.05,1.44
526,555,filtered_elon,1619676326,@tobyliiiiiiiiii @teslaownersSV @TeslaNY @Tesla And hopefully EU this summer,0.4019,https://twitter.com/elonmusk/status/1387573708483710978,['tesla'],4195.0664,0.032392,7.02,6.79,0.72,Thu Apr 29 01:05:26,-1.05,1.44
527,556,filtered_elon,1619676471,"@jgrano305 @tobyliiiiiiiiii @teslaownersSV @TeslaNY @Tesla Hopefully, later this year for several more states. Insu… https://t.co/KZHBd43bxA",0.4019,https://twitter.com/elonmusk/status/1387574315969880068,['tesla'],4195.0664,0.032392,7.02,6.79,0.72,Thu Apr 29 01:07:51,-1.05,1.44
528,564,filtered_elon,1619752247,@adamcarter @teslaownersSV @TeslaNY @Tesla True. Anyone paying attention to the rate of improvement will realize th… https://t.co/ynff0srf9A,0.7003,https://twitter.com/elonmusk/status/1387892143792984065,['tesla'],4195.0664,0.032392,2.03,-12.44,0.63,Thu Apr 29 22:10:47,-1.01,0.15
529,566,filtered_elon,1619752616,@teslaownersSV FSD display V9.0 will show actual probability distribution of objects – true mind’s eye of the neural net. This is so cool!,0.7255,https://twitter.com/elonmusk/status/1387893690354515970,['tesla'],4195.0664,0.032392,2.03,-12.44,0.63,Thu Apr 29 22:16:56,-1.01,0.15
530,567,filtered_elon,1619752757,@teslaownersSV Was using this in my car last night,0.0,https://twitter.com/elonmusk/status/1387894284041527297,['tesla'],4195.0664,0.032392,2.03,-12.44,0.63,Thu Apr 29 22:19:17,-1.01,0.15
