timestamp,date,close,change,p_change
1613478180, 2021-02-16,2118,,
1613478240, 2021-02-16,2118,0,0
1613478300, 2021-02-16,2118,0,0
1613478360, 2021-02-16,2118,0,0
1613478420, 2021-02-16,2118,0,0
1613478480, 2021-02-16,2118,0,0
1613478540, 2021-02-16,2118,0,0
1613478600, 2021-02-16,2118,0,0
1613478660, 2021-02-16,2118,0,0
1613478720, 2021-02-16,2118,0,0
1613478780, 2021-02-16,2118,0,0
1613478840, 2021-02-16,2118,0,0
1613478900, 2021-02-16,2118,0,0
1613478960, 2021-02-16,2118,0,0
1613479020, 2021-02-16,2118,0,0
1613479080, 2021-02-16,2118,0,0
1613479140, 2021-02-16,2118,0,0
1613479200, 2021-02-16,2118,0,0
1613479260, 2021-02-16,2118,0,0
1613479320, 2021-02-16,2118,0,0
1613479380, 2021-02-16,2118,0,0
1613479440, 2021-02-16,2118,0,0
1613479500, 2021-02-16,2118,0,0
1613479560, 2021-02-16,2118,0,0
1613479620, 2021-02-16,2118,0,0
1613479680, 2021-02-16,2118,0,0
1613479740, 2021-02-16,2118,0,0
1613479800, 2021-02-16,2118,0,0
1613479860, 2021-02-16,2118,0,0
1613479920, 2021-02-16,2118,0,0
1613479980, 2021-02-16,2118,0,0
1613480040, 2021-02-16,2118,0,0
1613480100, 2021-02-16,2118,0,0
1613480160, 2021-02-16,2118,0,0
1613480220, 2021-02-16,2118,0,0
1613480280, 2021-02-16,2118,0,0
1613480340, 2021-02-16,2118,0,0
1613480400, 2021-02-16,2115.05,-2.95,-0.001392823
1613480460, 2021-02-16,2115.05,0,0
1613480520, 2021-02-16,2115.05,0,0
1613480580, 2021-02-16,2115.05,0,0
1613480640, 2021-02-16,2115.05,0,0
1613480700, 2021-02-16,2115.05,0,0
1613480760, 2021-02-16,2115.05,0,0
1613480820, 2021-02-16,2115.05,0,0
1613480880, 2021-02-16,2115.05,0,0
1613480940, 2021-02-16,2115.05,0,0
1613481000, 2021-02-16,2115,-0.05,-2.36401E-05
1613481060, 2021-02-16,2115,0,0
1613481120, 2021-02-16,2115,0,0
1613481180, 2021-02-16,2115,0,0
1613481240, 2021-02-16,2115,0,0
1613481300, 2021-02-16,2115,0,0
1613481360, 2021-02-16,2115,0,0
1613481420, 2021-02-16,2115,0,0
1613481480, 2021-02-16,2115,0,0
1613481540, 2021-02-16,2115,0,0
1613481600, 2021-02-16,2115,0,0
1613481660, 2021-02-16,2115,0,0
1613481720, 2021-02-16,2115,0,0
1613481780, 2021-02-16,2115,0,0
1613481840, 2021-02-16,2115,0,0
1613481900, 2021-02-16,2115,0,0
1613481960, 2021-02-16,2115,0,0
1613482020, 2021-02-16,2115,0,0
1613482080, 2021-02-16,2115,0,0
1613482140, 2021-02-16,2115,0,0
1613482200, 2021-02-16,2115,0,0
1613482260, 2021-02-16,2115,0,0
1613482320, 2021-02-16,2115,0,0
1613482380, 2021-02-16,2115,0,0
1613482440, 2021-02-16,2104.11,-10.89,-0.005148936
1613482500, 2021-02-16,2104.11,0,0
1613482560, 2021-02-16,2104.11,0,0
1613482620, 2021-02-16,2104.11,0,0
1613482680, 2021-02-16,2104.11,0,0
1613482740, 2021-02-16,2104.11,0,0
1613482800, 2021-02-16,2104.11,0,0
1613482860, 2021-02-16,2104.11,0,0
1613482920, 2021-02-16,2104.11,0,0
1613482980, 2021-02-16,2104.11,0,0
1613483040, 2021-02-16,2104.11,0,0
1613483100, 2021-02-16,2104.11,0,0
1613483160, 2021-02-16,2104.11,0,0
1613483220, 2021-02-16,2104.11,0,0
1613483280, 2021-02-16,2104.11,0,0
1613483340, 2021-02-16,2104.11,0,0
1613483400, 2021-02-16,2104.11,0,0
1613483460, 2021-02-16,2104.11,0,0
1613483520, 2021-02-16,2104.11,0,0
1613483580, 2021-02-16,2104.11,0,0
1613483640, 2021-02-16,2104.11,0,0
1613483700, 2021-02-16,2104.11,0,0
1613483760, 2021-02-16,2104.11,0,0
1613483820, 2021-02-16,2104.11,0,0
1613483880, 2021-02-16,2104.11,0,0
1613483940, 2021-02-16,2104.11,0,0
1613484000, 2021-02-16,2104.11,0,0
1613484060, 2021-02-16,2104.11,0,0
1613484120, 2021-02-16,2104.11,0,0
1613484180, 2021-02-16,2104.11,0,0
1613484240, 2021-02-16,2104.11,0,0
1613484300, 2021-02-16,2104.11,0,0
1613484360, 2021-02-16,2104.11,0,0
1613484420, 2021-02-16,2104.11,0,0
1613484480, 2021-02-16,2104.11,0,0
1613484540, 2021-02-16,2104.11,0,0
1613484600, 2021-02-16,2104.11,0,0
1613484660, 2021-02-16,2104.11,0,0
1613484720, 2021-02-16,2104.11,0,0
1613484780, 2021-02-16,2104.11,0,0
1613484840, 2021-02-16,2104.11,0,0
1613484900, 2021-02-16,2104.11,0,0
1613484960, 2021-02-16,2104.11,0,0
1613485020, 2021-02-16,2104.11,0,0
1613485080, 2021-02-16,2104.11,0,0
1613485140, 2021-02-16,2104.11,0,0
1613485200, 2021-02-16,2104.11,0,0
1613485260, 2021-02-16,2104.11,0,0
1613485320, 2021-02-16,2104.11,0,0
1613485380, 2021-02-16,2110,5.89,0.002799283
1613485440, 2021-02-16,2110,0,0
1613485500, 2021-02-16,2110,0,0
1613485560, 2021-02-16,2110,0,0
1613485620, 2021-02-16,2110,0,0
1613485680, 2021-02-16,2105,-5,-0.002369668
1613485740, 2021-02-16,2105,0,0
1613485800, 2021-02-16,2116.37,11.37,0.005401425
1613485860, 2021-02-16,2126.74,10.37,0.004899899
1613485920, 2021-02-16,2130.01,3.27,0.001537565
1613485980, 2021-02-16,2132.16,2.15,0.001009385
1613486040, 2021-02-16,2125.33,-6.83,-0.003203324
1613486100, 2021-02-16,2134.76,9.43,0.004436958
1613486160, 2021-02-16,2129.27,-5.49,-0.002571718
1613486220, 2021-02-16,2117.71,-11.56,-0.005429091
1613486280, 2021-02-16,2123.07,5.36,0.002531036
1613486340, 2021-02-16,2131.31,8.24,0.003881172
1613486400, 2021-02-16,2129.67,-1.64,-0.00076948
1613486460, 2021-02-16,2130.25,0.58,0.000272343
1613486520, 2021-02-16,2134.57,4.32,0.002027931
1613486580, 2021-02-16,2134.66,0.09,4.21631E-05
1613486640, 2021-02-16,2130.64,-4.02,-0.001883204
1613486700, 2021-02-16,2139.68,9.04,0.004242857
1613486760, 2021-02-16,2140.25,0.57,0.000266395
1613486820, 2021-02-16,2138.99,-1.26,-0.000588716
1613486880, 2021-02-16,2135.51,-3.48,-0.001626936
1613486940, 2021-02-16,2136.81,1.3,0.000608754
1613487000, 2021-02-16,2140.27,3.46,0.001619236
1613487060, 2021-02-16,2136.14,-4.13,-0.001929663
1613487120, 2021-02-16,2135.05,-1.09,-0.000510266
1613487180, 2021-02-16,2134.08,-0.97,-0.000454322
1613487240, 2021-02-16,2133.99,-0.09,-4.21727E-05
1613487300, 2021-02-16,2131.72,-2.27,-0.001063735
1613487360, 2021-02-16,2131,-0.72,-0.000337755
1613487420, 2021-02-16,2136.82,5.82,0.002731112
1613487480, 2021-02-16,2138,1.18,0.000552222
1613487540, 2021-02-16,2135.44,-2.56,-0.001197381
1613487600, 2021-02-16,2136.28,0.84,0.000393362
1613487660, 2021-02-16,2136.83,0.55,0.000257457
1613487720, 2021-02-16,2137.85,1.02,0.000477343
1613487780, 2021-02-16,2136.89,-0.96,-0.000449049
1613487840, 2021-02-16,2137.93,1.04,0.000486689
1613487900, 2021-02-16,2139.99,2.06,0.000963549
1613487960, 2021-02-16,2142.24,2.25,0.001051407
1613488020, 2021-02-16,2142.69,0.45,0.00021006
1613488080, 2021-02-16,2143.88,1.19,0.000555377
1613488140, 2021-02-16,2147,3.12,0.001455305
1613488200, 2021-02-16,2144.08,-2.92,-0.001360037
