,timestamp,price_change,close,score_change,raw_score
0,1614006000,0.0,388.25,0.0,-0.47
1,1614007800,-0.22,387.38,0.47,0.0
2,1614009600,0.02,387.45,0.94,0.94
3,1614011400,0.11,387.87,-0.47,0.47
4,1614013200,-0.0,387.86,-0.47,0.0
5,1614015000,0.04,388.0,0.0,0.0
6,1614016800,0.21,388.83,0.0,0.0
7,1614018600,0.14,389.39,0.0,0.0
8,1614020400,0.0,389.4,0.47,0.47
9,1614022200,-0.04,389.25,0.0,0.47
10,1614024000,-0.11,388.84,-0.47,0.0
11,1614025800,-0.24,387.9,0.0,0.0
12,1614027600,-0.16,387.27,0.0,0.0
13,1614029400,0.04,387.43,0.0,0.0
14,1614031200,-0.01,387.39,0.0,0.0
15,1614033000,-0.02,387.3,0.0,0.0
16,1614070800,-0.05,387.1,0.0,0.0
17,1614072600,-0.31,385.9,0.0,0.0
18,1614074400,-0.13,385.38,0.0,0.0
19,1614076200,-0.26,384.38,0.0,0.0
20,1614078000,-0.07,384.12,0.0,0.0
21,1614079800,0.2,384.87,0.0,0.0
22,1614081600,0.15,385.45,0.0,0.0
23,1614083400,0.05,385.64,0.47,0.47
24,1614085200,-0.06,385.42,-0.47,0.0
25,1614087000,-0.06,385.19,0.0,0.0
26,1614088800,-0.05,385.0,0.0,0.0
27,1614090600,-0.16,384.38,0.0,0.0
28,1614092400,-0.67,381.8,0.94,0.94
29,1614094200,0.52,383.78,-1.42,-0.47
30,1614096000,0.38,385.25,0.94,0.47
31,1614097800,-0.19,384.53,0.0,0.47
32,1614099600,-0.25,383.58,-0.47,0.0
33,1614101400,0.17,384.25,0.0,0.0
34,1614103200,-0.42,382.65,-0.47,-0.47
35,1614105000,0.62,385.02,0.47,0.0
36,1614106800,0.02,385.09,0.0,0.0
37,1614108600,0.2,385.86,0.0,0.0
38,1614110400,0.23,386.73,0.0,0.0
39,1614112200,0.53,388.77,0.0,0.0
40,1614114000,-0.25,387.79,-0.47,-0.47
41,1614115800,-0.16,387.16,0.47,0.0
42,1614117600,0.03,387.29,0.0,0.0
43,1614119400,-0.02,387.2,0.0,0.0
44,1614121200,0.09,387.53,0.0,0.0
45,1614123000,-0.27,386.5,0.47,0.47
46,1614124800,0.19,387.23,-0.47,0.0
47,1614126600,-0.11,386.81,0.94,0.94
48,1614157200,0.18,387.5,-0.94,0.0
49,1614159000,0.17,388.14,0.0,0.0
50,1614160800,-0.01,388.12,0.0,0.0
51,1614162600,0.0,388.12,0.0,0.0
52,1614164400,-0.03,387.99,0.0,0.0
53,1614166200,0.02,388.05,0.0,0.0
54,1614168000,-0.09,387.7,0.0,0.0
55,1614169800,0.27,388.73,0.0,0.0
56,1614171600,0.1,389.11,0.0,0.0
57,1614173400,-0.21,388.31,0.0,0.0
58,1614175200,-0.5,386.37,0.0,0.0
59,1614177000,0.03,386.48,0.0,0.0
60,1614178800,0.1,386.87,0.0,0.0
61,1614180600,0.05,387.05,0.0,0.0
62,1614182400,0.36,388.45,0.0,0.0
63,1614184200,0.24,389.4,0.0,0.0
64,1614186000,0.19,390.14,0.0,0.0
65,1614187800,0.18,390.84,-0.47,-0.47
66,1614189600,-0.09,390.47,0.47,0.0
67,1614191400,0.27,391.52,0.0,0.0
68,1614193200,0.11,391.97,0.0,0.0
69,1614195000,-0.08,391.65,0.47,0.47
