,timestamp,change,score
0,1614006000,0.0,0.0
1,1614007800,-1.281951674306585,-45.51192146
2,1614009600,-0.7398079647410654,21.739130430000003
3,1614011400,0.5312400888043147,21.77865613
4,1614013200,0.015774114677810567,-3.766233767
5,1614015000,-0.06308650737323421,-1.4285714289999998
6,1614016800,0.40243036376547847,-1.1688311689999997
7,1614018600,0.10216912920466023,4.545454546
8,1614020400,0.3140456936484191,-9.090909091
9,1614022200,-0.07826563356029922,43.75
10,1614024000,-0.3759692958408428,-61.39705882
11,1614025800,-0.3931126660901014,17.64705882
12,1614027600,-0.46570368616307795,26.66666667
13,1614029400,-0.19825535289452814,-18.771929828
14,1614031200,0.20659515295987693,-7.894736842
15,1614033000,-0.007929585282693772,12.5
16,1614070800,-0.1665344964313987,9.722222219999999
17,1614072600,-1.0882516482643614,-2.222222219999999
18,1614074400,-0.2810793446835804,-56.36363636
19,1614076200,-1.4496255134090337,44.696969693
20,1614078000,0.10623518836315718,16.666666667
21,1614079800,0.41632653061224906,-25.0
22,1614081600,0.7153889927648122,46.15384615
23,1614083400,-0.08878844135926986,-40.271493209
24,1614085200,-0.3069962837291933,34.117647059
25,1614087000,-0.1701782820097309,-46.666666667
26,1614088800,0.2678788862732351,11.014492753999999
27,1614090600,-0.5100388601036233,-4.347826087
28,1614092400,-1.049719261127843,12.72727273
29,1614094200,1.01151315789474,-1.2987012999999994
30,1614096000,0.5943173491817992,-11.42857143
31,1614097800,-0.5584331498866928,31.57894737
32,1614099600,-0.6917880686904928,-34.912280703
33,1614101400,0.37698737911818386,6.3636363629999995
34,1614103200,-0.40006531678642154,-8.030303029999999
35,1614105000,1.2214115911140333,10.555555556
36,1614106800,0.6478781988986047,6.349206344000001
37,1614108600,0.41841004184100095,-2.2893772850000005
38,1614110400,0.6810897435897505,2.1493212649999993
39,1614112200,0.8276959808993172,4.024767800000001
40,1614114000,-0.6709290393874767,-19.015280132
41,1614115800,-0.27018436109345473,15.725806452
42,1614117600,-0.15936254980079909,14.166666670000001
43,1614119400,0.27134876296887744,-6.6666666700000015
44,1614121200,-0.07163323782235229,5.0
45,1614123000,-0.20708880923933962,-15.909090909
46,1614124800,0.31925931838134847,18.181818179
47,1614126600,-0.3739358739756535,18.181818179999997
48,1614157200,0.1836767289570388,-12.121212119999996
49,1614159000,0.7572738142686352,-33.33333333
50,1614160800,-0.0949367088607631,40.0
51,1614162600,0.015837820715866344,60.0
52,1614164400,0.0,-57.14285714
53,1614166200,-0.1266825019794114,-20.634920640000004
54,1614168000,-0.22990328206754898,33.33333334
55,1614169800,0.5880015891934915,-38.888888890000004
56,1614171600,0.3712773520815221,-1.6666666700000015
57,1614173400,-0.5115693373209552,30.454545449999998
58,1614175200,-1.154971916778731,-21.454545449999998
59,1614177000,0.18407362945178388,-14.0
60,1614178800,-1.5577568301645652,-7.872340426
61,1614180600,0.3651708187941271,4.4297174749999995
62,1614182400,0.5174644243208169,-6.557377048999999
63,1614184200,0.24935649935650123,0.0
64,1614186000,0.040118751504462306,-5.128205128
65,1614187800,0.2807186397176727,13.324926439000002
66,1614189600,-0.5758617931696384,-16.768149882000003
67,1614191400,0.20915453302227568,18.571428571
68,1614193200,0.17660752990287634,-16.382978723
69,1614195000,-0.20835002804712324,14.382978723
70,1614196800,0.008030193527668124,-8.0
71,1614198600,0.2810342058776251,-8.695652174
72,1614200400,0.3923452638321682,17.391304348
73,1614202200,0.17546658159195955,9.486166006000001
74,1614204000,-0.358280254777061,-4.54545454
75,1614205800,0.0878945265681178,9.893048119999998
76,1614207600,0.023950183618075313,5.04201681
77,1614209400,-0.11972224439301274,-15.238095239999998
78,1614211200,0.08790155026370419,-2.222222220000001
79,1614213000,-0.02395209580838414,25.25252525
80,1614243600,-0.45519885002395244,-19.69696969
81,1614245400,-0.29683112715604054,-16.66666667
82,1614247200,0.05632442870936046,50.0
83,1614249000,0.064334539605961,-35.71428571
84,1614250800,0.3134292373221782,45.71428571
85,1614252600,-0.6409229290177834,-14.545454550000002
86,1614254400,0.24189646831156036,-30.069930069999998
87,1614256200,0.2654440154440255,-9.829059824
88,1614258000,-0.344965904532697,31.286549703999995
89,1614259800,0.05635163419739767,-52.63157894
90,1614261600,0.329873682516692,50.572082380000005
91,1614263400,-0.13632718524458837,-11.253196940000006
92,1614265200,-0.16863406408095075,-18.266253865
93,1614267000,-0.2895752895752891,6.6416040050000005
94,1614268800,-0.024201355275884906,-5.086580082000001
95,1614270600,-0.23400306624707998,-3.9610389609999994
96,1614272400,-0.9139437075380098,2.406015038
97,1614274200,-0.310178760917484,1.1884550079999991
98,1614276000,-0.48309178743960474,24.103942656999997
99,1614277800,0.3949317097251849,-30.55555556
100,1614279600,0.13112604491067925,7.894736842
101,1614281400,0.712064167621534,8.771929828000001
102,1614283200,-0.6501422186103187,12.5
103,1614285000,-0.6543967280163576,-8.114035090000002
104,1614286800,-0.2305475504322776,-14.385964912999999
105,1614288600,-0.18156309317487734,5.454545452999999
106,1614290400,-0.20669698222405952,-2.4437927649999995
107,1614292200,-0.09942004971002863,-0.1536098310000007
108,1614294000,0.12439873942611185,27.976190476
109,1614295800,0.1325271266462326,-22.11538462
110,1614297600,-0.36396724294813276,-38.111888109999995
111,1614299400,-0.3652968036529662,30.419580422
112,1614330000,0.824931255728685,-7.692307692000001
113,1614331800,0.1735537190082593,80.0
114,1614333600,0.2970051975909574,-105.0
115,1614335400,-0.4688656740972224,8.333333329999999
116,1614337200,-0.2561983471074399,66.66666667
117,1614339000,-0.14914243102161953,-33.33333333
