,timestamp,price_change,close,score_change,raw_score
67,1614191400,0.39,48.49,-0.94,9.43
68,1614193200,1.92,49.42,-0.94,8.49
69,1614195000,0.63,49.73,0.47,8.96
70,1614196800,7.12,53.27,-3.77,5.19
71,1614198600,23.86,65.98,0.47,5.66
72,1614200400,22.95,81.12,3.77,9.43
73,1614202200,45.85,118.31,13.68,23.11
74,1614204000,28.59,152.13,-2.36,20.75
75,1614205800,-3.64,146.6,2.83,23.58
76,1614207600,0.86,147.86,4.72,28.3
77,1614209400,5.51,156.0,-6.13,22.17
78,1614211200,9.94,171.51,3.3,25.47
79,1614213000,12.65,193.2,-2.83,22.64
80,1614243600,-17.4,159.59,-4.25,18.4
81,1614245400,-14.76,136.03,-6.13,12.26
82,1614247200,-3.7,131.0,-4.72,7.55
83,1614249000,8.4,142.0,5.19,12.74
84,1614250800,1.76,144.5,1.42,14.15
85,1614252600,-1.93,141.71,3.3,17.45
86,1614254400,11.14,157.5,-1.42,16.04
87,1614256200,-8.06,144.8,-11.79,4.25
88,1614258000,5.66,153.0,8.49,12.74
89,1614259800,-1.58,150.59,-0.47,12.26
90,1614261600,2.8,154.8,-1.42,10.85
91,1614263400,-1.81,152.0,-0.94,9.91
92,1614265200,-21.43,119.43,-9.91,0.0
93,1614267000,4.73,125.08,5.66,5.66
94,1614268800,12.12,140.24,9.43,15.09
95,1614270600,-2.6,136.6,-5.66,9.43
96,1614272400,-1.65,134.35,-4.25,5.19
97,1614274200,8.05,145.17,-0.47,4.72
98,1614276000,18.47,171.99,1.42,6.13
99,1614277800,0.42,172.71,-9.91,-3.77
100,1614279600,-11.18,153.4,-1.89,-5.66
101,1614281400,-5.01,145.71,14.62,8.96
102,1614283200,2.35,149.14,-1.89,7.08
103,1614285000,-5.61,140.78,1.42,8.49
104,1614286800,-19.02,114.0,-6.13,2.36
105,1614288600,-9.91,102.7,6.6,8.96
106,1614290400,0.29,103.0,0.47,9.43
107,1614292200,6.55,109.75,1.89,11.32
108,1614294000,-7.88,101.1,7.08,18.4
109,1614295800,0.3,101.4,-4.25,14.15
110,1614297600,5.42,106.9,0.0,14.15
111,1614299400,4.77,112.0,-15.57,-1.42
112,1614330000,6.07,118.8,7.08,5.66
113,1614331800,-0.34,118.4,5.66,11.32
114,1614333600,-2.32,115.65,-2.83,8.49
115,1614335400,1.01,116.82,-8.02,0.47
116,1614337200,2.29,119.5,27.36,27.83
117,1614339000,-1.42,117.8,-17.92,9.91
118,1614340800,0.17,118.0,-10.85,-0.94
119,1614342600,7.52,126.87,12.74,11.79
120,1614344400,-4.15,121.61,-0.94,10.85
121,1614346200,-0.28,121.27,-6.13,4.72
122,1614348000,2.29,124.05,-1.42,3.3
123,1614349800,0.77,125.0,7.55,10.85
124,1614351600,0.45,125.56,0.94,11.79
125,1614353400,-5.96,118.08,-2.36,9.43
126,1614355200,5.43,124.49,1.89,11.32
127,1614357000,-6.95,115.84,-8.96,2.36
128,1614358800,-7.27,107.42,5.19,7.55
129,1614360600,-14.21,92.16,7.08,14.62
130,1614362400,-4.0,88.47,-6.13,8.49
131,1614364200,15.77,102.42,-0.47,8.02
132,1614366000,-0.5,101.91,-1.89,6.13
133,1614367800,-0.55,101.35,7.08,13.21
134,1614369600,18.36,119.96,-4.25,8.96
135,1614371400,-8.25,110.06,-5.19,3.77
136,1614373200,0.85,111.0,-3.3,0.47
