,timestamp,price_change,close,score_change,raw_score
0,1614006000,0.0,128.71,0.0,0.0
1,1614007800,-1.28,127.06,0.94,0.94
2,1614009600,-0.74,126.12,-0.94,0.0
3,1614011400,0.53,126.79,0.0,0.0
4,1614013200,0.02,126.81,0.0,0.0
5,1614015000,-0.06,126.73,0.47,0.47
6,1614016800,0.4,127.24,-0.47,0.0
7,1614018600,0.1,127.37,0.0,0.0
8,1614020400,0.31,127.77,0.0,0.0
9,1614022200,-0.08,127.67,0.0,0.0
10,1614024000,-0.38,127.19,0.0,0.0
11,1614025800,-0.39,126.69,0.0,0.0
12,1614027600,-0.47,126.1,0.47,0.47
13,1614029400,-0.2,125.85,0.0,0.47
14,1614031200,0.21,126.11,-0.47,0.0
15,1614033000,-0.01,126.1,0.0,0.0
16,1614070800,-0.17,125.89,0.0,0.0
17,1614072600,-1.09,124.52,0.47,0.47
18,1614074400,-0.28,124.17,-0.47,0.0
19,1614076200,-1.45,122.37,0.0,0.0
20,1614078000,0.11,122.5,0.94,0.94
21,1614079800,0.42,123.01,-0.94,0.0
22,1614081600,0.72,123.89,0.0,0.0
23,1614083400,-0.09,123.78,0.0,0.0
24,1614085200,-0.31,123.4,0.47,0.47
25,1614087000,-0.17,123.19,0.94,1.42
26,1614088800,0.27,123.52,-1.42,0.0
27,1614090600,-0.51,122.89,-0.47,-0.47
28,1614092400,-1.05,121.6,0.94,0.47
29,1614094200,1.01,122.83,0.0,0.47
30,1614096000,0.59,123.56,-0.47,0.0
31,1614097800,-0.56,122.87,0.47,0.47
32,1614099600,-0.69,122.02,0.47,0.94
33,1614101400,0.38,122.48,0.0,0.94
34,1614103200,-0.4,121.99,0.47,1.42
35,1614105000,1.22,123.48,-0.94,0.47
36,1614106800,0.65,124.28,0.0,0.47
37,1614108600,0.42,124.8,-0.94,-0.47
38,1614110400,0.68,125.65,0.47,0.0
39,1614112200,0.83,126.69,1.42,1.42
40,1614114000,-0.67,125.84,-1.42,0.0
41,1614115800,-0.27,125.5,0.0,0.0
42,1614117600,-0.16,125.3,-0.47,-0.47
43,1614119400,0.27,125.64,0.47,0.0
44,1614121200,-0.07,125.55,0.0,0.0
45,1614123000,-0.21,125.29,0.94,0.94
46,1614124800,0.32,125.69,-1.42,-0.47
47,1614126600,-0.37,125.22,0.47,0.0
48,1614157200,0.18,125.45,0.0,0.0
49,1614159000,0.76,126.4,0.47,0.47
50,1614160800,-0.09,126.28,0.0,0.47
51,1614162600,0.02,126.3,-0.94,-0.47
52,1614164400,0.0,126.3,0.47,0.0
53,1614166200,-0.13,126.14,0.0,0.0
54,1614168000,-0.23,125.85,0.0,0.0
55,1614169800,0.59,126.59,0.0,0.0
56,1614171600,0.37,127.06,0.0,0.0
57,1614173400,-0.51,126.41,0.0,0.0
58,1614175200,-1.15,124.95,0.47,0.47
59,1614177000,0.18,125.18,-0.47,0.0
60,1614178800,-1.56,123.23,0.47,0.47
61,1614180600,0.37,123.68,-0.47,0.0
62,1614182400,0.52,124.32,0.47,0.47
63,1614184200,0.25,124.63,0.0,0.47
64,1614186000,0.04,124.68,-0.47,0.0
65,1614187800,0.28,125.03,0.47,0.47
66,1614189600,-0.58,124.31,0.0,0.47
67,1614191400,0.21,124.57,-0.47,0.0
68,1614193200,0.18,124.79,0.47,0.47
69,1614195000,-0.21,124.53,-0.94,-0.47
70,1614196800,0.01,124.54,1.42,0.94
71,1614198600,0.28,124.89,-0.47,0.47
72,1614200400,0.39,125.38,0.0,0.47
73,1614202200,0.18,125.6,0.47,0.94
74,1614204000,-0.36,125.15,-0.94,0.0
75,1614205800,0.09,125.26,0.94,0.94
76,1614207600,0.02,125.29,-1.42,-0.47
77,1614209400,-0.12,125.14,1.89,1.42
78,1614211200,0.09,125.25,-1.42,0.0
79,1614213000,-0.02,125.22,0.0,0.0
80,1614243600,-0.46,124.65,0.47,0.47
81,1614245400,-0.3,124.28,-0.47,0.0
82,1614247200,0.06,124.35,0.47,0.47
