timestamp,date,close,change,p_change
1613466180, 2021-02-16,53,,
1613466240, 2021-02-16,53.2,0.2,0.003773585
1613466300, 2021-02-16,53.2,0,0
1613466360, 2021-02-16,53.2,0,0
1613466420, 2021-02-16,53.12,-0.08,-0.001503759
1613466480, 2021-02-16,53.6,0.48,0.009036145
1613466540, 2021-02-16,53.6,0,0
1613466600, 2021-02-16,53.6,0,0
1613466660, 2021-02-16,53.6,0,0
1613466720, 2021-02-16,53.6,0,0
1613466780, 2021-02-16,53.6,0,0
1613466840, 2021-02-16,53.6,0,0
1613466900, 2021-02-16,53.6,0,0
1613466960, 2021-02-16,53.6,0,0
1613467020, 2021-02-16,53.6,0,0
1613467080, 2021-02-16,53.6,0,0
1613467140, 2021-02-16,53.6,0,0
1613467200, 2021-02-16,53.6,0,0
1613467260, 2021-02-16,53.58,-0.02,-0.000373134
1613467320, 2021-02-16,53.58,0,0
1613467380, 2021-02-16,53.58,0,0
1613467440, 2021-02-16,53.5,-0.08,-0.001493094
1613467500, 2021-02-16,53.5,0,0
1613467560, 2021-02-16,53.5,0,0
1613467620, 2021-02-16,53.5,0,0
1613467680, 2021-02-16,53.5,0,0
1613467740, 2021-02-16,53,-0.5,-0.009345794
1613467800, 2021-02-16,53,0,0
1613467860, 2021-02-16,53,0,0
1613467920, 2021-02-16,52.97,-0.03,-0.000566038
1613467980, 2021-02-16,52.97,0,0
1613468040, 2021-02-16,52.97,0,0
1613468100, 2021-02-16,52.97,0,0
1613468160, 2021-02-16,52.97,0,0
1613468220, 2021-02-16,52.92,-0.05,-0.000943931
1613468280, 2021-02-16,52.92,0,0
1613468340, 2021-02-16,52.92,0,0
1613468400, 2021-02-16,52.92,0,0
1613468460, 2021-02-16,52.92,0,0
1613468520, 2021-02-16,52.92,0,0
1613468580, 2021-02-16,52.92,0,0
1613468640, 2021-02-16,52.92,0,0
1613468700, 2021-02-16,52.92,0,0
1613468760, 2021-02-16,52.92,0,0
1613468820, 2021-02-16,53.14,0.22,0.004157218
1613468880, 2021-02-16,53.14,0,0
1613468940, 2021-02-16,53.14,0,0
1613469000, 2021-02-16,53.14,0,0
1613469060, 2021-02-16,53.11,-0.03,-0.000564546
1613469120, 2021-02-16,53.11,0,0
1613469180, 2021-02-16,53.11,0,0
1613469240, 2021-02-16,53.11,0,0
1613469300, 2021-02-16,53.11,0,0
1613469360, 2021-02-16,53.11,0,0
1613469420, 2021-02-16,53.11,0,0
1613469480, 2021-02-16,53.2,0.09,0.001694596
1613469540, 2021-02-16,53.2,0,0
1613469600, 2021-02-16,53.11,-0.09,-0.001691729
1613469660, 2021-02-16,53.11,0,0
1613469720, 2021-02-16,53.11,0,0
1613469780, 2021-02-16,53.11,0,0
1613469840, 2021-02-16,53.11,0,0
1613469900, 2021-02-16,53.11,0,0
1613469960, 2021-02-16,53.11,0,0
1613470020, 2021-02-16,53.11,0,0
1613470080, 2021-02-16,53.11,0,0
1613470140, 2021-02-16,53.69,0.58,0.010920731
1613470200, 2021-02-16,53.69,0,0
1613470260, 2021-02-16,53.69,0,0
1613470320, 2021-02-16,53.69,0,0
1613470380, 2021-02-16,53.69,0,0
1613470440, 2021-02-16,53.69,0,0
1613470500, 2021-02-16,53.69,0,0
1613470560, 2021-02-16,53.69,0,0
1613470620, 2021-02-16,53.8,0.11,0.002048799
1613470680, 2021-02-16,53.8,0,0
1613470740, 2021-02-16,53.8,0,0
1613470800, 2021-02-16,53.8,0,0
1613470860, 2021-02-16,53.8,0,0
1613470920, 2021-02-16,53.8,0,0
1613470980, 2021-02-16,54,0.2,0.003717472
1613471040, 2021-02-16,54,0,0
1613471100, 2021-02-16,54,0,0
1613471160, 2021-02-16,54,0,0
1613471220, 2021-02-16,54,0,0
1613471280, 2021-02-16,54,0,0
1613471340, 2021-02-16,54,0,0
1613471400, 2021-02-16,54,0,0
1613471460, 2021-02-16,54,0,0
1613471520, 2021-02-16,54,0,0
1613471580, 2021-02-16,54,0,0
1613471640, 2021-02-16,54,0,0
1613471700, 2021-02-16,54.01,0.01,0.000185185
1613471760, 2021-02-16,54.01,0,0
1613471820, 2021-02-16,53.9,-0.11,-0.00203666
1613471880, 2021-02-16,53.57,-0.33,-0.006122449
1613471940, 2021-02-16,53.57,0,0
1613472000, 2021-02-16,53.57,0,0
1613472060, 2021-02-16,53.57,0,0
1613472120, 2021-02-16,53.4,-0.17,-0.003173418
1613472180, 2021-02-16,53.4,0,0
1613472240, 2021-02-16,53.4,0,0
1613472300, 2021-02-16,53.4,0,0
1613472360, 2021-02-16,53.4,0,0
1613472420, 2021-02-16,53.4,0,0
1613472480, 2021-02-16,53.4,0,0
1613472540, 2021-02-16,53.4,0,0
1613472600, 2021-02-16,53.5,0.1,0.001872659
1613472660, 2021-02-16,53.75,0.25,0.004672897
1613472720, 2021-02-16,53.75,0,0
1613472780, 2021-02-16,53.75,0,0
1613472840, 2021-02-16,53.21,-0.54,-0.010046512
1613472900, 2021-02-16,53.21,0,0
1613472960, 2021-02-16,53.21,0,0
1613473020, 2021-02-16,53.21,0,0
1613473080, 2021-02-16,53.21,0,0
1613473140, 2021-02-16,53.21,0,0
1613473200, 2021-02-16,53.21,0,0
1613473260, 2021-02-16,53.21,0,0
1613473320, 2021-02-16,53.21,0,0
1613473380, 2021-02-16,53.21,0,0
1613473440, 2021-02-16,53.21,0,0
1613473500, 2021-02-16,53.21,0,0
1613473560, 2021-02-16,53.21,0,0
1613473620, 2021-02-16,53.21,0,0
1613473680, 2021-02-16,53.21,0,0
1613473740, 2021-02-16,53.51,0.3,0.005638038
1613473800, 2021-02-16,53.51,0,0
1613473860, 2021-02-16,53.51,0,0
1613473920, 2021-02-16,53.51,0,0
1613473980, 2021-02-16,53.51,0,0
1613474040, 2021-02-16,53.51,0,0
1613474100, 2021-02-16,53.51,0,0
1613474160, 2021-02-16,53.51,0,0
1613474220, 2021-02-16,53.8,0.29,0.005419548
1613474280, 2021-02-16,53.8,0,0
1613474340, 2021-02-16,53.8,0,0
1613474400, 2021-02-16,53.8,0,0
1613474460, 2021-02-16,53.8,0,0
1613474520, 2021-02-16,53.8,0,0
1613474580, 2021-02-16,54,0.2,0.003717472
1613474640, 2021-02-16,54.2,0.2,0.003703704
1613474700, 2021-02-16,54.2,0,0
1613474760, 2021-02-16,54.2,0,0
1613474820, 2021-02-16,54.2,0,0
1613474880, 2021-02-16,54.2,0,0
1613474940, 2021-02-16,54.2,0,0
1613475000, 2021-02-16,54.2,0,0
1613475060, 2021-02-16,54.2,0,0
1613475120, 2021-02-16,53.9,-0.3,-0.005535055
1613475180, 2021-02-16,53.9,0,0
1613475240, 2021-02-16,53.9,0,0
1613475300, 2021-02-16,53.9,0,0
1613475360, 2021-02-16,53.9,0,0
1613475420, 2021-02-16,53.9,0,0
1613475480, 2021-02-16,53.9,0,0
1613475540, 2021-02-16,53.9,0,0
1613475600, 2021-02-16,53.9,0,0
1613475660, 2021-02-16,53.9,0,0
1613475720, 2021-02-16,53.9,0,0
1613475780, 2021-02-16,53.9,0,0
1613475840, 2021-02-16,53.9,0,0
1613475900, 2021-02-16,53.9,0,0
1613475960, 2021-02-16,53.9,0,0
1613476020, 2021-02-16,53.9,0,0
1613476080, 2021-02-16,53.9,0,0
1613476140, 2021-02-16,53.9,0,0
1613476200, 2021-02-16,53.9,0,0
1613476260, 2021-02-16,53.9,0,0
1613476320, 2021-02-16,53.01,-0.89,-0.016512059
1613476380, 2021-02-16,53.01,0,0
1613476440, 2021-02-16,53.01,0,0
1613476500, 2021-02-16,53.12,0.11,0.00207508
1613476560, 2021-02-16,53.12,0,0
1613476620, 2021-02-16,53.01,-0.11,-0.002070783
1613476680, 2021-02-16,53.01,0,0
1613476740, 2021-02-16,53.01,0,0
1613476800, 2021-02-16,53.36,0.35,0.006602528
1613476860, 2021-02-16,53.2,-0.16,-0.002998501
1613476920, 2021-02-16,53.2,0,0
1613476980, 2021-02-16,53.15,-0.05,-0.00093985
1613477040, 2021-02-16,52.4,-0.75,-0.014111007
1613477100, 2021-02-16,52.58,0.18,0.003435115
1613477160, 2021-02-16,52.5,-0.08,-0.001521491
1613477220, 2021-02-16,52.5,0,0
1613477280, 2021-02-16,52.5,0,0
1613477340, 2021-02-16,52.5,0,0
1613477400, 2021-02-16,52.5,0,0
1613477460, 2021-02-16,52.5,0,0
1613477520, 2021-02-16,52.5,0,0
1613477580, 2021-02-16,52.7,0.2,0.003809524
1613477640, 2021-02-16,52.55,-0.15,-0.0028463
1613477700, 2021-02-16,52.55,0,0
1613477760, 2021-02-16,52.62,0.07,0.001332065
1613477820, 2021-02-16,52.62,0,0
1613477880, 2021-02-16,52.65,0.03,0.000570125
1613477940, 2021-02-16,52.65,0,0
1613478000, 2021-02-16,52.65,0,0
1613478060, 2021-02-16,52.66,0.01,0.000189934
1613478120, 2021-02-16,52.66,0,0
1613478180, 2021-02-16,52.66,0,0
1613478240, 2021-02-16,52.66,0,0
1613478300, 2021-02-16,52.66,0,0
1613478360, 2021-02-16,52.66,0,0
1613478420, 2021-02-16,52.66,0,0
1613478480, 2021-02-16,52.7,0.04,0.00075959
1613478540, 2021-02-16,52.7,0,0
1613478600, 2021-02-16,52.7,0,0
1613478660, 2021-02-16,52.8,0.1,0.001897533
1613478720, 2021-02-16,52.8,0,0
1613478780, 2021-02-16,52.8,0,0
1613478840, 2021-02-16,52.67,-0.13,-0.002462121
1613478900, 2021-02-16,52.72,0.05,0.000949307
1613478960, 2021-02-16,52.66,-0.06,-0.001138088
1613479020, 2021-02-16,52.73,0.07,0.001329282
1613479080, 2021-02-16,52.73,0,0
1613479140, 2021-02-16,52.73,0,0
1613479200, 2021-02-16,53,0.27,0.005120425
1613479260, 2021-02-16,53,0,0
1613479320, 2021-02-16,53,0,0
1613479380, 2021-02-16,53,0,0
1613479440, 2021-02-16,53,0,0
1613479500, 2021-02-16,53,0,0
1613479560, 2021-02-16,53.09,0.09,0.001698113
1613479620, 2021-02-16,53,-0.09,-0.001695235
1613479680, 2021-02-16,53,0,0
1613479740, 2021-02-16,53.5,0.5,0.009433962
1613479800, 2021-02-16,53.6,0.1,0.001869159
1613479860, 2021-02-16,53.5,-0.1,-0.001865672
1613479920, 2021-02-16,53.5,0,0
1613479980, 2021-02-16,53.5,0,0
1613480040, 2021-02-16,53.25,-0.25,-0.004672897
1613480100, 2021-02-16,53.25,0,0
1613480160, 2021-02-16,53.25,0,0
1613480220, 2021-02-16,53.25,0,0
1613480280, 2021-02-16,53.24,-0.01,-0.000187793
1613480340, 2021-02-16,53.24,0,0
1613480400, 2021-02-16,53.02,-0.22,-0.004132231
1613480460, 2021-02-16,53.02,0,0
1613480520, 2021-02-16,53.05,0.03,0.000565824
1613480580, 2021-02-16,53.05,0,0
1613480640, 2021-02-16,53.05,0,0
1613480700, 2021-02-16,53.05,0,0
1613480760, 2021-02-16,53.1,0.05,0.000942507
1613480820, 2021-02-16,53.1,0,0
1613480880, 2021-02-16,53.29,0.19,0.003578154
1613480940, 2021-02-16,53.29,0,0
1613481000, 2021-02-16,53.29,0,0
1613481060, 2021-02-16,53.29,0,0
1613481120, 2021-02-16,53.25,-0.04,-0.00075061
1613481180, 2021-02-16,53.25,0,0
1613481240, 2021-02-16,53.25,0,0
1613481300, 2021-02-16,52.96,-0.29,-0.005446009
1613481360, 2021-02-16,52.96,0,0
1613481420, 2021-02-16,52.96,0,0
1613481480, 2021-02-16,52.89,-0.07,-0.001321752
1613481540, 2021-02-16,52.81,-0.08,-0.001512573
1613481600, 2021-02-16,52.81,0,0
1613481660, 2021-02-16,52.62,-0.19,-0.003597803
1613481720, 2021-02-16,52.62,0,0
1613481780, 2021-02-16,52.62,0,0
1613481840, 2021-02-16,52.62,0,0
1613481900, 2021-02-16,52.62,0,0
1613481960, 2021-02-16,52.45,-0.17,-0.003230711
1613482020, 2021-02-16,52.4,-0.05,-0.000953289
1613482080, 2021-02-16,52.4,0,0
1613482140, 2021-02-16,52.4,0,0
1613482200, 2021-02-16,52.53,0.13,0.002480916
1613482260, 2021-02-16,52.55,0.02,0.000380735
1613482320, 2021-02-16,52.55,0,0
1613482380, 2021-02-16,52.55,0,0
1613482440, 2021-02-16,52.55,0,0
1613482500, 2021-02-16,52.55,0,0
